best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.02193307876586914, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0006834, 'cx_gates': 0, 'num_gates': 0}",sabre_extended_v0.20,sabre_0.20,hex_127,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.016532182693481445, 'cx_gates': 2, 'num_gates': 3}","{'depth': 1.47, 'depth_ratio': 0.4899, 'time': 0.01007, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_extended_v0.20,sabre_0.20,hex_127,1
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.01868915557861328, 'cx_gates': 3, 'num_gates': 4}","{'depth': 0.9798, 'depth_ratio': 0.2449, 'time': 0.0004894, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_extended_v0.20,sabre_0.20,hex_127,2
"{'depth': 6, 'depth_ratio': 1.2, 'time': 0.018581867218017578, 'cx_gates': 7, 'num_gates': 8}","{'depth': 1.673, 'depth_ratio': 0.3347, 'time': 0.0004275, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_extended_v0.20,sabre_0.20,hex_127,3
"{'depth': 15, 'depth_ratio': 2.5, 'time': 0.021699905395507812, 'cx_gates': 14, 'num_gates': 15}","{'depth': 2.939, 'depth_ratio': 0.4899, 'time': 0.001686, 'cx_gates': 3.6, 'num_gates': 3.6}",sabre_extended_v0.20,sabre_0.20,hex_127,4
"{'depth': 16, 'depth_ratio': 2.29, 'time': 0.019686222076416016, 'cx_gates': 21, 'num_gates': 22}","{'depth': 12.64, 'depth_ratio': 1.805, 'time': 0.001058, 'cx_gates': 11.76, 'num_gates': 11.76}",sabre_extended_v0.20,sabre_0.20,hex_127,5
"{'depth': 17, 'depth_ratio': 2.12, 'time': 0.02047109603881836, 'cx_gates': 19, 'num_gates': 20}","{'depth': 4.534, 'depth_ratio': 0.5656, 'time': 0.01057, 'cx_gates': 5.02, 'num_gates': 5.02}",sabre_extended_v0.20,sabre_0.20,hex_127,6
"{'depth': 16, 'depth_ratio': 1.78, 'time': 0.02626490592956543, 'cx_gates': 29, 'num_gates': 30}","{'depth': 5.463, 'depth_ratio': 0.6071, 'time': 0.001453, 'cx_gates': 4.874, 'num_gates': 4.874}",sabre_extended_v0.20,sabre_0.20,hex_127,7
"{'depth': 29, 'depth_ratio': 2.9, 'time': 0.02497100830078125, 'cx_gates': 39, 'num_gates': 40}","{'depth': 4.8, 'depth_ratio': 0.48, 'time': 0.0006287, 'cx_gates': 4.243, 'num_gates': 4.243}",sabre_extended_v0.20,sabre_0.20,hex_127,8
"{'depth': 32, 'depth_ratio': 2.91, 'time': 0.024670124053955078, 'cx_gates': 31, 'num_gates': 32}","{'depth': 10.3, 'depth_ratio': 0.9345, 'time': 0.002223, 'cx_gates': 11.79, 'num_gates': 11.79}",sabre_extended_v0.20,sabre_0.20,hex_127,9
"{'depth': 30, 'depth_ratio': 2.5, 'time': 0.025220870971679688, 'cx_gates': 32, 'num_gates': 33}","{'depth': 12.06, 'depth_ratio': 1.004, 'time': 0.002243, 'cx_gates': 11.48, 'num_gates': 11.48}",sabre_extended_v0.20,sabre_0.20,hex_127,10
"{'depth': 38, 'depth_ratio': 2.92, 'time': 0.029935121536254883, 'cx_gates': 57, 'num_gates': 58}","{'depth': 16.15, 'depth_ratio': 1.242, 'time': 0.009965, 'cx_gates': 14.99, 'num_gates': 14.99}",sabre_extended_v0.20,sabre_0.20,hex_127,11
"{'depth': 45, 'depth_ratio': 3.21, 'time': 0.03083491325378418, 'cx_gates': 58, 'num_gates': 59}","{'depth': 3.499, 'depth_ratio': 0.2506, 'time': 0.001379, 'cx_gates': 4.069, 'num_gates': 4.069}",sabre_extended_v0.20,sabre_0.20,hex_127,12
"{'depth': 47, 'depth_ratio': 3.13, 'time': 0.030061960220336914, 'cx_gates': 59, 'num_gates': 60}","{'depth': 8.232, 'depth_ratio': 0.5491, 'time': 0.001286, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_extended_v0.20,sabre_0.20,hex_127,13
"{'depth': 46, 'depth_ratio': 2.88, 'time': 0.03280282020568848, 'cx_gates': 60, 'num_gates': 61}","{'depth': 14.89, 'depth_ratio': 0.9272, 'time': 0.001276, 'cx_gates': 16.1, 'num_gates': 16.1}",sabre_extended_v0.20,sabre_0.20,hex_127,14
"{'depth': 53, 'depth_ratio': 3.12, 'time': 0.03370332717895508, 'cx_gates': 55, 'num_gates': 56}","{'depth': 9.274, 'depth_ratio': 0.5448, 'time': 0.002308, 'cx_gates': 14.87, 'num_gates': 14.87}",sabre_extended_v0.20,sabre_0.20,hex_127,15
"{'depth': 56, 'depth_ratio': 3.11, 'time': 0.06757307052612305, 'cx_gates': 77, 'num_gates': 78}","{'depth': 9.847, 'depth_ratio': 0.5486, 'time': 0.01206, 'cx_gates': 6.946, 'num_gates': 6.946}",sabre_extended_v0.20,sabre_0.20,hex_127,16
