best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.021447181701660156, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.01043, 'cx_gates': 0, 'num_gates': 0}",sabre_v0.45,sabre_0.45,hex_127,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.01790308952331543, 'cx_gates': 2, 'num_gates': 3}","{'depth': 3.6, 'depth_ratio': 1.2, 'time': 0.0002116, 'cx_gates': 3.6, 'num_gates': 3.6}",sabre_v0.45,sabre_0.45,hex_127,1
"{'depth': 6, 'depth_ratio': 1.5, 'time': 0.017739057540893555, 'cx_gates': 6, 'num_gates': 7}","{'depth': 4.499, 'depth_ratio': 1.125, 'time': 0.0002866, 'cx_gates': 5.367, 'num_gates': 5.367}",sabre_v0.45,sabre_0.45,hex_127,2
"{'depth': 7, 'depth_ratio': 1.4, 'time': 0.018186092376708984, 'cx_gates': 7, 'num_gates': 8}","{'depth': 3.544, 'depth_ratio': 0.7088, 'time': 0.0002154, 'cx_gates': 3.98, 'num_gates': 3.98}",sabre_v0.45,sabre_0.45,hex_127,3
"{'depth': 13, 'depth_ratio': 2.17, 'time': 0.018606185913085938, 'cx_gates': 17, 'num_gates': 18}","{'depth': 7.782, 'depth_ratio': 1.298, 'time': 0.0003358, 'cx_gates': 10.15, 'num_gates': 10.15}",sabre_v0.45,sabre_0.45,hex_127,4
"{'depth': 13, 'depth_ratio': 1.86, 'time': 0.0172579288482666, 'cx_gates': 24, 'num_gates': 25}","{'depth': 8.663, 'depth_ratio': 1.238, 'time': 0.01044, 'cx_gates': 10.29, 'num_gates': 10.29}",sabre_v0.45,sabre_0.45,hex_127,5
"{'depth': 22, 'depth_ratio': 2.75, 'time': 0.017419099807739258, 'cx_gates': 43, 'num_gates': 44}","{'depth': 7.457, 'depth_ratio': 0.9345, 'time': 0.0001442, 'cx_gates': 5.564, 'num_gates': 5.564}",sabre_v0.45,sabre_0.45,hex_127,6
"{'depth': 25, 'depth_ratio': 2.78, 'time': 0.0177001953125, 'cx_gates': 38, 'num_gates': 39}","{'depth': 4.707, 'depth_ratio': 0.5216, 'time': 0.0002655, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_v0.45,sabre_0.45,hex_127,7
"{'depth': 20, 'depth_ratio': 2.0, 'time': 0.016910791397094727, 'cx_gates': 39, 'num_gates': 40}","{'depth': 12.22, 'depth_ratio': 1.222, 'time': 0.0001795, 'cx_gates': 11.13, 'num_gates': 11.13}",sabre_v0.45,sabre_0.45,hex_127,8
"{'depth': 35, 'depth_ratio': 3.18, 'time': 0.01728677749633789, 'cx_gates': 46, 'num_gates': 47}","{'depth': 6.899, 'depth_ratio': 0.6282, 'time': 7.563e-05, 'cx_gates': 10.46, 'num_gates': 10.46}",sabre_v0.45,sabre_0.45,hex_127,9
